id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1135558411356168192	1135558411356168192	2019-06-03 16:46:37 CEST	2019-06-03	16:46:37	+0100	1076003078116204545	dannietheleo	my body, my choice!		I cut my hair!  https://t.co/Ks84XX0vxU	en	[]	[]	['https://pbs.twimg.com/media/D8JQWR1WwAE3EGj.jpg']	1	0	2	[]	[]	https://twitter.com/dannietheleo/status/1135558411356168192	False	0	1	https://pbs.twimg.com/media/D8JQWR1WwAE3EGj.jpg							[]				
1133772236295479298	1133750042672504832	2019-05-29 18:29:00 CEST	2019-05-29	18:29:00	+0100	1076003078116204545	dannietheleo	my body, my choice!		@rosesbythstairs Absolutely!	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/dannietheleo/status/1133772236295479298	False	0	0								[{'screen_name': 'rosesbythstairs', 'name': 'joe', 'id': '1254935314512007168'}]				
1133351529149325312	1133351529149325312	2019-05-28 14:37:15 CEST	2019-05-28	14:37:15	+0100	1076003078116204545	dannietheleo	my body, my choice!		Crows and Ravens are smarter than parrots. They can memorize whole sentences exactly	en	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/dannietheleo/status/1133351529149325312	False	https://twitter.com/BRAVEANIMAL/status/1131939928185507840	0								[]				
1133316792976400387	1133316792976400387	2019-05-28 12:19:14 CEST	2019-05-28	12:19:14	+0100	1076003078116204545	dannietheleo	my body, my choice!		Look at my girls 😊  https://t.co/AUNph4nYVO	en	[]	[]	['https://pbs.twimg.com/media/D7pZlmYWwAEJPFP.jpg']	0	0	4	[]	[]	https://twitter.com/dannietheleo/status/1133316792976400387	False	0	1	https://pbs.twimg.com/media/D7pZlmYWwAEJPFP.jpg							[]				
1132263497180557312	1132263497180557312	2019-05-25 14:33:48 CEST	2019-05-25	14:33:48	+0100	1076003078116204545	dannietheleo	my body, my choice!		RT @PeopleRepellent: she deported gay people back to the countries they had fled from to be killed, i bet she didnt have any sympathy for t…	en	[{'screen_name': 'peoplerepellent', 'name': 'fabian', 'id': '489821108'}]	[]	[]	0	10289	0	[]	[]	https://twitter.com/dannietheleo/status/1132263497180557312	True	https://twitter.com/EylonALevy/status/1131858422901673985	0					489821108	she deported gay people back to the countries they had fled from to be killed, i bet she didnt have any sympathy for their tears, I dont have any for hers	1131902086130601985	[]	2019-05-24 14:37:41 CEST			
1132064896370270208	1131682502165315585	2019-05-25 01:24:38 CEST	2019-05-25	01:24:38	+0100	1076003078116204545	dannietheleo	my body, my choice!		@USArmy It's made me suicidal. I'm currently on 5 different medications because of depression, anxiety, PTSD. I've been treated very badly by my leadership and my commander and chief belittled me for being on meds	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/dannietheleo/status/1132064896370270208	False	0	0								[{'screen_name': 'USArmy', 'name': 'U.S. Army', 'id': '8775672'}]				
1131919439623073793	1131919439623073793	2019-05-24 15:46:39 CEST	2019-05-24	15:46:39	+0100	1076003078116204545	dannietheleo	my body, my choice!		RT @Nativeesoul: Momma and newborn love it...  https://t.co/CiwmZ5mDdP	en	[{'screen_name': 'nativeesoul', 'name': 'nativeamericansoul', 'id': '4621072882'}]	[]	[]	0	2758	0	[]	[]	https://twitter.com/dannietheleo/status/1131919439623073793	True	0	1	https://pbs.twimg.com/ext_tw_video_thumb/1131702677904252928/pu/img/y7ckXwrmj9N5gL47.jpg				4621072882	Momma and newborn love it... https://t.co/CiwmZ5mDdP	1131702763073822725	[]	2019-05-24 01:25:39 CEST			
1131906888906477568	1131906888906477568	2019-05-24 14:56:46 CEST	2019-05-24	14:56:46	+0100	1076003078116204545	dannietheleo	my body, my choice!		RT @jordxvx: Me: yeah I was eating ice cream earlier and..  Non vegan: WHAT!!! You were eating ice cream???? YOU SAID YOU WERE VEGAN  Also…	en	[{'screen_name': 'jordxvx', 'name': 'vegan air fryerist', 'id': '2646486475'}]	[]	[]	0	130	0	[]	[]	https://twitter.com/dannietheleo/status/1131906888906477568	True	0	0					2646486475	"Me: yeah I was eating ice cream earlier and..

Non vegan: WHAT!!! You were eating ice cream???? YOU SAID YOU WERE VEGAN

Also same person: please stop saying vegan in front of every food item you mention."	1131684504035373067	[]	2019-05-24 00:13:06 CEST			
1131650384701927424	1131650384701927424	2019-05-23 21:57:31 CEST	2019-05-23	21:57:31	+0100	1076003078116204545	dannietheleo	my body, my choice!		RT @TeenageAwkward_: Hey, I need y’all to Rt this tweet. I’m looking for black women writers. I’m trying to build my community. I’m looking…	en	[]	[]	[]	0	17911	0	[]	[]	https://twitter.com/dannietheleo/status/1131650384701927424	True	0	0					311804378	Hey, I need y’all to Rt this tweet. I’m looking for black women writers. I’m trying to build my community. I’m looking for black women writers in an MFA program. Please rt this for me!	1131270998899142656	[]	2019-05-22 20:49:58 CEST			
1131650334319894528	1131650334319894528	2019-05-23 21:57:19 CEST	2019-05-23	21:57:19	+0100	1076003078116204545	dannietheleo	my body, my choice!		RT @PsychologyDoc: BREAKING: New video shows a black college student being racially profiled and held at gun point by a Colorado cop for pi…	en	[{'screen_name': 'psychologydoc', 'name': '☪︎ 𝙋𝙨𝙮𝙘𝙝𝙤𝙡𝙤𝙜𝙞𝙨𝙩 ۩', 'id': '866102366'}]	[]	[]	0	116501	0	[]	[]	https://twitter.com/dannietheleo/status/1131650334319894528	True	0	0					866102366	BREAKING: New video shows a black college student being racially profiled and held at gun point by a Colorado cop for picking up trash outside of his dorm! Unbelievable! The cop gets humiliated at the end... https://t.co/BXlSqAU5Og	1131245733493915648	[]	2019-05-22 19:09:35 CEST			
